"Name","Race","Gender","Class","Realm","Guild","AchievementPoints","HonorableKills","Faction","AppearanceCount","CharacterAge","PlayedTime","AchievementsTotal","ilvl"
"Kuritta",4,1,10,"Evermoon","Arco Latinos",150,0,"Alliance",62,"0 years 1 months 13 days",131607,15430,
"Kurosi",8,1,10,"WoD","Nox",150,0,"Horde",0,"4 years 1 months 1 days",11383,-1,
"Laczaa",4,0,11,"WoD","BRAZZERZ",150,0,"Alliance",0,"8 years 2 months 13 days",31018,-1,
"Laenna",10,1,12,"Evermoon","The Soup Store",150,0,"Horde",13,"0 years 0 months 24 days",2209,585,
"Lahubballale",1,1,5,"WoD","It Burns When I PvP",150,0,"Alliance",0,"6 years 8 months 11 days",16946,-1,
"Laranasa",4,1,11,"WoD","alphaBlood",150,0,"Alliance",0,"6 years 5 months 24 days",46811,-1,
"Lasers",5,0,4,"WoD","DragonBorn",150,0,"Horde",0,"5 years 3 months 17 days",12817,-1,
"Lazarrus",10,0,2,"WoD","spxHEROES",150,0,"Horde",0,"5 years 4 months 5 days",1043,-1,
"Lazzyboom",9,1,6,"Evermoon","EL CARTEL DE AZEROTH",150,0,"Horde",44,"0 years 2 months 4 days",25763,4030,
"Lebronze",11,0,7,"Evermoon","Wrathful Monogamists",150,0,"Alliance",0,"4 years 8 months 2 days",43364,-1,
"Leiar",22,1,6,"Evermoon","Guardianes de Ragnaros",150,0,"Alliance",0,"6 years 2 months 0 days",30758,-1,
"Lennister",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",12,"0 years 0 months 21 days",1008,3935,
"Leonidassz",1,0,8,"WoD","Frontline",150,0,"Alliance",0,"7 years 1 months 22 days",2649,-1,
"Leorx",1,1,4,"WoD","Cukorborsó",150,0,"Alliance",0,"8 years 11 months 3 days",13056,-1,
"Lilhelp",3,0,7,"WoD","Daret Printer",150,0,"Alliance",0,"5 years 0 months 20 days",13628,-1,
"Lionelsdasds",5,0,5,"WoD","Supernova",150,0,"Horde",0,"7 years 1 months 29 days",1011,-1,
"Litacat",10,1,5,"WoD","Wrath Forged",150,0,"Horde",36,"0 years 2 months 2 days",26193,750,
"Liukenn",2,0,6,"Evermoon","Golden Empire",150,0,"Horde",0,"1 years 2 months 11 days",66502,-1,
"Livicicus",10,1,12,"Evermoon","Il Vox Mortis Il",150,0,"Horde",12,"0 years 0 months 18 days",541,11180,
"Livingbeef",1,1,1,"WoD","Mad Company",150,0,"Alliance",0,"6 years 3 months 14 days",11054,-1,
"Lockkodh",10,1,12,"Tauri","The CsirkePulyka Team",150,0,"Horde",12,"0 years 0 months 10 days",935,5780,
"Losestreak",4,0,12,"Evermoon","Arco Latinos",150,0,"Alliance",12,"0 years 1 months 16 days",417,610,
"Lothwen",7,0,4,"WoD","Rohamosztag",150,0,"Alliance",11,"5 years 0 months 13 days",3648,-1,
"Luciard",22,0,6,"Evermoon","Draconis",150,0,"Alliance",0,"4 years 3 months 28 days",49421,-1,
"Lucifercz",10,0,12,"Evermoon","Czechoslovakia",150,0,"Horde",12,"0 years 3 months 0 days",797,460,
"Luigicaz",5,0,3,"Evermoon","LOS HIJOS DE LA SAL",150,0,"Horde",0,"7 years 4 months 4 days",48344,-1,
"Luntzert",8,1,8,"WoD","legiondelatinos",150,0,"Horde",9,"0 years 8 months 5 days",8074,330,
"Lurk",10,1,4,"WoD","ASGARD",150,0,"Horde",0,"8 years 5 months 0 days",16691,-1,
"Luzbelita",11,1,2,"WoD","Bosque de Bambu",150,0,"Alliance",24,"0 years 7 months 2 days",13859,-1,
"Lvlabuse",1,1,10,"Evermoon","El Estanquillo",150,0,"Alliance",56,"0 years 0 months 28 days",17550,215,
"Lxxq",1,0,2,"WoD","DISARMING MÄGE",150,0,"Alliance",0,"7 years 0 months 10 days",1513,-1,
"Lxxz",4,0,1,"WoD","Starcore",150,0,"Alliance",0,"7 years 0 months 10 days",3653,-1,
"Lydialess",10,1,12,"Evermoon","The Soup Store",150,0,"Horde",11,"0 years 1 months 8 days",978,1050,
"Lyoness",10,1,12,"WoD","OutläwZ",150,0,"Horde",11,"0 years 7 months 24 days",199,3950,
"Macen",5,0,5,"WoD","Los Panditos",150,0,"Horde",0,"7 years 2 months 25 days",29932,-1,
"Machka",11,1,7,"WoD","Stormborn",150,0,"Alliance",23,"0 years 2 months 10 days",22863,2890,
"Malamuminka",4,1,12,"Evermoon","Bekarty Przymierza",150,0,"Alliance",13,"0 years 2 months 5 days",3021,1140,
"Maolina",10,1,12,"Evermoon","Legions Bane",150,0,"Horde",12,"0 years 0 months 22 days",738,2155,
"Maphra",4,1,12,"Evermoon","salvatore",150,0,"Alliance",11,"0 years 3 months 16 days",474,14010,
"Maraxira",10,0,12,"Evermoon","A Murder of Crows",150,0,"Horde",11,"0 years 0 months 13 days",568,815,
"Margaritta",2,1,3,"Evermoon","Rainbowmother",150,0,"Horde",0,"6 years 4 months 4 days",98744,-1,
"Masaasuna",1,1,5,"Tauri","",150,0,"Alliance",10,"6 years 5 months 14 days",2627,-1,
"Matthewontop",1,0,6,"Evermoon","Exiliadøs",150,0,"Alliance",0,"1 years 0 months 7 days",39415,-1,
"Mavradabat",4,1,12,"Tauri","Unga Bunga",150,0,"Alliance",11,"0 years 6 months 19 days",292,3515,
"Maîron",10,0,5,"Evermoon","J Y N X",150,0,"Horde",0,"4 years 7 months 20 days",30382,-1,
"Medivha",1,0,1,"WoD","DasLegat",150,0,"Alliance",0,"7 years 0 months 9 days",1768,-1,
"Megborulos",2,1,7,"WoD","Inmortales latinos",150,0,"Horde",11,"7 years 0 months 8 days",2714,1275,
"Menfasto",10,0,12,"Evermoon","A Murder of Crows",150,0,"Horde",11,"0 years 0 months 13 days",141,1150,
"Merõ",6,1,11,"Evermoon","THE AKATSUKI",150,0,"Horde",13,"1 years 6 months 7 days",21924,1840,
"Minipoze",3,0,6,"Evermoon","For the Pandarens",150,0,"Alliance",0,"5 years 8 months 12 days",40881,-1,
"Mogging",4,1,12,"Evermoon","bfa when",150,0,"Alliance",11,"0 years 1 months 1 days",6797,580,
"Monkvagyok",7,0,10,"Tauri","Do Violence",150,0,"Alliance",0,"9 years 2 months 15 days",47815,-1,
"Monsuke",26,0,10,"WoD","Wrath Forged",150,0,"Horde",22,"0 years 2 months 1 days",14347,1605,
"Montatrollas",8,0,11,"WoD","Warlord",150,0,"Horde",34,"0 years 2 months 27 days",17674,830,
"Monära",11,1,5,"WoD","The Ashbringer",150,0,"Alliance",0,"3 years 0 months 21 days",4315,-1,
"Mortica",7,1,9,"WoD","Army of Divergent",150,0,"Alliance",10,"0 years 1 months 12 days",14795,295,
"Moyya",10,1,2,"Evermoon","Pancakes",150,0,"Horde",0,"7 years 10 months 11 days",22958,-1,
"Mscl",10,1,1,"WoD","ToughFight",150,0,"Horde",0,"7 years 4 months 27 days",24081,-1,
"Muertitoo",5,0,4,"Evermoon","Collateral Damage",150,0,"Horde",0,"5 years 1 months 4 days",124608,-1,
"Munnin",22,0,3,"WoD","International",150,0,"Alliance",0,"9 years 4 months 18 days",44018,-1,
"Mxec",11,1,7,"WoD","Stormborn",150,0,"Alliance",15,"0 years 2 months 16 days",17169,385,
"Mèu",4,1,11,"Evermoon","La Voluntad del Gato",150,0,"Alliance",0,"2 years 10 months 29 days",46531,-1,
"Méibhín",4,1,6,"Evermoon","EPHEMERAL",150,0,"Alliance",65,"0 years 0 months 25 days",23905,5770,
"Naederys",11,1,8,"Tauri","In pivo veritas",150,0,"Alliance",0,"8 years 4 months 29 days",65795,-1,
"Nagytestvér",11,0,7,"Tauri","MagányosFarkas",150,0,"Alliance",0,"3 years 10 months 4 days",165940,-1,
"Nalma",11,1,6,"Evermoon","Behemoth",150,0,"Alliance",40,"0 years 2 months 2 days",30337,180,
"Nandaprime",4,1,12,"Evermoon","Liquid",150,0,"Alliance",13,"0 years 1 months 1 days",2078,825,
"Nebira",10,1,12,"Evermoon","Might and Magic",150,0,"Horde",12,"0 years 8 months 0 days",889,-1,
"Neeke",2,1,10,"WoD","FireDragons",150,0,"Horde",0,"5 years 1 months 0 days",40595,-1,
"Nidhog",4,0,6,"Evermoon","Wrathful Monogamists",150,0,"Alliance",0,"4 years 7 months 25 days",28091,-1,
"Niggorc",2,0,6,"Evermoon","Random Guild",150,0,"Horde",0,"6 years 4 months 2 days",18000,-1,
"Nightcholo",10,0,12,"Evermoon","La Familia Peluche",150,0,"Horde",12,"0 years 7 months 0 days",891,-1,
"Nightmonk",4,0,10,"Evermoon","Ascension",150,0,"Alliance",0,"7 years 7 months 27 days",48697,-1,
"Noahunter",10,1,12,"Evermoon","deeznuts",150,0,"Horde",11,"0 years 0 months 30 days",1075,1285,
"Noodlephy",7,1,8,"Evermoon","Pug",150,0,"Alliance",0,"6 years 10 months 23 days",23314,-1,
"Nosaka",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",11,"0 years 0 months 25 days",420,1785,
"Nosferath",4,0,12,"Evermoon","Alma Nocturna",150,0,"Alliance",12,"0 years 4 months 28 days",1975,8015,
"Notvint",1,0,8,"WoD","The Great Vault",150,0,"Alliance",0,"4 years 11 months 22 days",12030,-1,
"Nsah",1,1,2,"WoD","Sub Zero",150,0,"Alliance",33,"0 years 5 months 22 days",16925,1005,
"Nxt",5,0,4,"WoD","Warriors Of Orgrimmar",150,0,"Horde",14,"6 years 5 months 14 days",2435,-1,
"Ogii",5,0,6,"WoD","Los mexicanos",150,0,"Horde",34,"0 years 3 months 3 days",12208,745,
"Ogridhtwo",10,1,12,"Evermoon","The Rising Phoenix",150,0,"Horde",11,"0 years 7 months 20 days",272,-1,
"Ogudogu",2,0,10,"WoD","ToopiClub",150,0,"Horde",0,"4 years 11 months 17 days",12149,-1,
"Oksaa",1,1,1,"WoD","Rohamosztag",150,0,"Alliance",0,"2 years 5 months 3 days",15349,-1,
"Onedudu",6,0,11,"WoD","Invincible",150,0,"Horde",0,"8 years 4 months 5 days",3325,-1,
"Orke",5,0,4,"WoD","Nox",150,0,"Horde",0,"7 years 9 months 20 days",21343,-1,
"Ouerba",10,1,12,"Evermoon","Los Mexicano",150,0,"Horde",14,"0 years 0 months 20 days",1073,805,
"Outrun",4,0,11,"Tauri","Commodore Sîxty Four",150,0,"Alliance",0,"9 years 8 months 21 days",907768,-1,
"Pacuso",8,1,9,"Evermoon","Casa Targaryen",150,0,"Horde",0,"4 years 7 months 30 days",56707,-1,
"Palandusz",10,0,2,"WoD","FireDragons",150,0,"Horde",0,"5 years 8 months 15 days",6414,-1,
"Panconpollo",1,0,10,"WoD","Bosque de Bambu",150,0,"Alliance",19,"0 years 2 months 17 days",6452,490,
"Pandarasha",25,1,3,"WoD","Archons",150,0,"Alliance",0,"6 years 2 months 5 days",15907,-1,
"Paolatx",10,1,12,"Evermoon","Legions Bane",150,0,"Horde",12,"0 years 1 months 16 days",535,690,
"Parthurnaax",1,0,1,"WoD","Vissza mennyéé",150,0,"Alliance",0,"8 years 2 months 6 days",5089,-1,
"Pasao",10,0,1,"WoD","Inmortales latinos",150,0,"Horde",31,"0 years 0 months 19 days",22273,340,
"Patrycia",10,1,12,"Evermoon","GUARDIANES DE LA HORDA",150,0,"Horde",12,"0 years 8 months 0 days",879,8700,
"Peachypal",10,1,2,"Evermoon","Comradery",150,0,"Horde",180,"0 years 2 months 3 days",151945,1030,
"Pearjuice",10,0,12,"Evermoon","Czechoslovakia",150,0,"Horde",12,"0 years 4 months 20 days",955,1550,
"Pearlwhite",1,1,3,"WoD","DasLegat",150,0,"Alliance",0,"7 years 0 months 8 days",4335,-1,
"Peechy",10,1,6,"Evermoon","Light",150,0,"Horde",0,"6 years 5 months 6 days",40696,-1,
"Pewe",4,0,11,"Evermoon","OSITOS DE PELUCHE",150,0,"Alliance",90,"0 years 7 months 13 days",32786,-1,
"Phattrik",10,0,12,"Evermoon","YOU DIED TO A FURRY XD",150,0,"Horde",12,"0 years 6 months 21 days",1356,895,
"Phañtøm",10,0,12,"Evermoon","Hollywood Undead",150,0,"Horde",11,"0 years 0 months 30 days",319,11760,
"Picitiz",4,0,12,"Evermoon","Ronin",150,0,"Alliance",14,"0 years 3 months 12 days",4064,605,
"Pikillo",9,0,8,"WoD","Los mexicanos",150,0,"Horde",28,"0 years 3 months 5 days",14953,2730,
"Pixic",10,1,12,"Evermoon","V A L H Â L L A",150,0,"Horde",12,"0 years 7 months 24 days",954,-1,
"Pizzax",9,0,5,"Evermoon","Random Guild",150,0,"Horde",0,"6 years 2 months 11 days",66648,-1,
"Poffara",5,0,10,"WoD","Drunk and Disorderly",150,0,"Horde",0,"5 years 9 months 15 days",3960,-1,
"Pompotank",4,1,12,"Evermoon","Domingueros level Dios",150,0,"Alliance",11,"0 years 8 months 0 days",385,-1,
"Powolniak",7,0,6,"Evermoon","Bekarty Przymierza",150,0,"Alliance",57,"0 years 5 months 8 days",41779,160,
"Pretina",10,1,5,"WoD","SOCIAL CLUB",150,0,"Horde",47,"0 years 4 months 26 days",4330,7105,
"Pretroll",8,0,10,"WoD","Cha Ching",150,0,"Horde",24,"0 years 2 months 13 days",16079,1280,
"Prht",1,0,9,"Evermoon","Ronin",150,0,"Alliance",15,"0 years 3 months 14 days",3568,2285,
"Proked",6,0,2,"WoD","Pandaria",150,0,"Horde",0,"5 years 10 months 3 days",6496,-1,
"Proutnik",1,0,8,"WoD","cpxHEROES",150,0,"Alliance",16,"0 years 1 months 11 days",3831,1865,
"Pryssilla",10,1,12,"Evermoon","Skill Issue",150,0,"Horde",11,"0 years 7 months 30 days",1611,2665,
"Pulpo",11,0,6,"Evermoon","Red Moon",150,0,"Alliance",0,"4 years 10 months 30 days",77787,-1,
"Punkss",10,1,12,"Evermoon","GUARDIANES DE LA HORDA",150,0,"Horde",12,"0 years 8 months 0 days",1248,1160,
"Purirep",10,0,12,"Evermoon","Legions Bane",150,0,"Horde",16,"0 years 1 months 2 days",3471,410,
"Pyroz",8,1,8,"Evermoon","THE AKATSUKI",150,0,"Horde",16,"0 years 0 months 11 days",13113,3055,
"Pzuñasagrada",6,0,5,"Evermoon","BanShees Killers",150,0,"Horde",0,"2 years 8 months 29 days",23065,-1,
"Raeshâ",4,1,3,"Evermoon","Liquid",150,0,"Alliance",28,"0 years 0 months 23 days",11183,1470,
"Ragran",4,1,6,"Evermoon","In Your Eyes",150,0,"Alliance",34,"0 years 10 months 24 days",23469,485,
"Raniepanda",25,1,10,"WoD","Bloodymary",150,0,"Alliance",21,"0 years 1 months 29 days",24733,695,
"Rayleighh",10,0,2,"WoD","WoD Has It All",150,0,"Horde",30,"0 years 3 months 14 days",21636,905,
"Rayyanza",1,0,10,"WoD","Loedroek",150,0,"Alliance",31,"0 years 7 months 1 days",7331,-1,
"Reliquist",10,0,6,"Evermoon","Brutality",150,0,"Horde",0,"6 years 6 months 19 days",22694,-1,
"Rendábel",2,0,1,"WoD","Im Exalted With Your Mom",150,0,"Horde",0,"7 years 7 months 5 days",15055,-1,
"Restlez",4,1,12,"Evermoon","Thunder",150,0,"Alliance",11,"0 years 1 months 15 days",1182,710,
"Revolting",5,0,4,"WoD","WoD Has It All",150,0,"Horde",17,"0 years 1 months 10 days",10098,2955,
"Rhianna",4,1,11,"Evermoon","Antisocial",150,0,"Alliance",0,"6 years 4 months 20 days",28241,-1,
"Rhäedon",8,0,7,"WoD","Invasores Latinos",150,0,"Horde",0,"5 years 0 months 13 days",22821,-1,
"Ribery",2,0,1,"Evermoon","The Fire Heals You",150,0,"Horde",0,"5 years 2 months 27 days",112829,-1,
"Rikapérry",10,1,12,"Evermoon","Asfrawor",150,0,"Horde",12,"0 years 0 months 12 days",752,4025,
"Rikiro",4,0,4,"WoD","SKULL MEETING",150,0,"Alliance",0,"8 years 1 months 10 days",7306,-1,
"Risar",1,1,10,"WoD","Just Two Of Us",150,0,"Alliance",0,"6 years 5 months 30 days",23867,-1,
"Rodsharp",10,1,12,"Evermoon","SAPPED GIRLS CANT SAY NO",150,0,"Horde",12,"0 years 1 months 4 days",973,835,
"Roflanebalo",2,0,6,"Tauri","League of Warcraft",150,0,"Horde",24,"8 years 0 months 2 days",6392,3055,
"Roxilin",10,1,12,"WoD","CATS",150,0,"Horde",11,"0 years 0 months 29 days",173,6825,
"Rrock",10,0,6,"WoD","The Requiem",150,0,"Horde",0,"12 years 0 months 26 days",37555,-1,
"Rulosita",10,1,12,"Evermoon","Hollywood Undead",150,0,"Horde",12,"0 years 0 months 20 days",1035,865,
"Rydi",5,0,9,"WoD","Alpha Dominion",150,0,"Horde",0,"6 years 7 months 28 days",1361,-1,
"Ryinna",10,1,8,"Tauri","die alliance die",150,0,"Horde",0,"6 years 5 months 23 days",25593,-1,
"Ränkine",4,0,12,"Evermoon","La Voluntad del Gato",150,0,"Alliance",13,"0 years 7 months 6 days",2387,-1,
"Sabantuy",5,0,10,"Evermoon","CannabisCountryClub",150,0,"Horde",95,"2 years 7 months 26 days",41150,-1,
"Sabena",1,1,10,"Evermoon","Antisocial",150,0,"Alliance",0,"6 years 4 months 21 days",31989,-1,
"Sacon",10,1,12,"Evermoon","deeznuts",150,0,"Horde",11,"0 years 1 months 0 days",519,5435,
"Salsagoya",1,1,9,"Evermoon","El Estanquillo",150,0,"Alliance",17,"0 years 2 months 2 days",7708,3150,
"Samiecalfa",4,1,12,"Evermoon","Liquid",150,0,"Alliance",11,"0 years 1 months 5 days",299,685,
"Satanaroha",4,1,12,"Evermoon","Certified Wipers",150,0,"Alliance",12,"0 years 5 months 13 days",547,280,
"Satanikk",10,1,12,"Evermoon","EL CARTEL DE AZEROTH",150,0,"Horde",12,"0 years 0 months 18 days",1168,2175,
"Servant",1,0,9,"Evermoon","",150,0,"Alliance",48,"0 years 7 months 9 days",29353,-1,
"Seviko",4,1,4,"Evermoon","Wrathful Monogamists",150,0,"Alliance",0,"4 years 8 months 2 days",31469,-1,
"Shadowarrows",1,0,3,"WoD","Rascal of the world",150,0,"Alliance",0,"10 years 5 months 6 days",110413,-1,
"Shadowhuntex",1,1,3,"WoD","Bosque de Bambu",150,0,"Alliance",34,"0 years 1 months 6 days",9186,980,
"Shaqi",8,0,4,"Evermoon","Reign",150,0,"Horde",0,"6 years 5 months 1 days",122323,-1,
"Sheherazhade",4,1,11,"Evermoon","Løøney Tunes",150,0,"Alliance",0,"6 years 6 months 29 days",41893,-1,
"Shonesnou",10,0,12,"Evermoon","Champion OF The Horde",150,0,"Horde",14,"0 years 6 months 2 days",2087,790,
"Shtib",2,1,1,"Evermoon","Random Guild",150,0,"Horde",0,"6 years 4 months 7 days",95806,-1,
"Silencius",10,0,12,"Evermoon","Echo",150,0,"Horde",12,"0 years 4 months 12 days",448,835,
"Skekvar",8,0,1,"WoD","Inmortales latinos",150,0,"Horde",33,"0 years 0 months 25 days",8488,18550,
"Skizzineitor",4,0,12,"Evermoon","La Perla Nera",150,0,"Alliance",13,"0 years 0 months 0 days",16262,440,
"Slarret",5,0,4,"Evermoon","Depression Intensifies",150,0,"Horde",0,"6 years 1 months 4 days",24023,-1,
"Slepak",4,0,12,"Evermoon","Far Beyond Insanity",150,0,"Alliance",11,"0 years 6 months 19 days",626,4560,
"Slyced",10,0,12,"Evermoon","Simple Gods",150,0,"Horde",11,"0 years 0 months 7 days",308,1420,
"Soferedaser",4,0,12,"Evermoon","Children of Zion",150,0,"Alliance",12,"0 years 6 months 11 days",553,1180,
"Sonrics",4,1,12,"WoD","FREE GOLD",150,0,"Alliance",12,"0 years 7 months 11 days",382,-1,
"Soulstab",2,1,4,"Evermoon","Los Mexicano",150,0,"Horde",50,"0 years 0 months 11 days",16235,4670,
"Southkanye",10,0,12,"Evermoon","Virulent",150,0,"Horde",12,"0 years 0 months 6 days",426,2675,
"Spardha",10,0,12,"Evermoon","Escuadrón Zero",150,0,"Horde",12,"0 years 0 months 7 days",715,11990,
"Spectrall",2,1,3,"Evermoon","Stellaris",150,0,"Horde",11,"0 years 2 months 24 days",7947,160,
"Spookster",4,0,4,"WoD","Bosque de Bambu",150,0,"Alliance",14,"0 years 1 months 12 days",22901,5725,
"Stabrr",2,0,4,"WoD","DragonBorn",150,0,"Horde",0,"4 years 5 months 24 days",17669,-1,
"Starshard",8,0,9,"Evermoon","",150,0,"Horde",0,"4 years 9 months 2 days",42402,-1,
"Stnhathathat",1,0,5,"WoD","DasLegat",150,0,"Alliance",0,"7 years 0 months 18 days",5239,-1,
"Stormies",1,1,8,"Evermoon","Comrades",150,0,"Alliance",0,"2 years 0 months 21 days",176931,-1,
"Stormwlnd",4,1,12,"Evermoon","Ace Of Spades",150,0,"Alliance",13,"0 years 6 months 3 days",1621,1255,
"Strige",10,0,12,"Evermoon","Geduld und Disziplin",150,0,"Horde",12,"0 years 2 months 19 days",682,1505,
"Striqperella",10,1,12,"Evermoon","Los Mexicano",150,0,"Horde",13,"0 years 0 months 26 days",2908,565,
"Strunzill",9,0,6,"Evermoon","Reign",150,0,"Horde",0,"6 years 0 months 1 days",25865,-1,
"Subsistencia",6,0,6,"Evermoon","VOX",150,0,"Horde",0,"4 years 9 months 14 days",17547,-1,
"Sujisdottir",2,1,7,"Evermoon","Depression Intensifies",150,0,"Horde",0,"7 years 9 months 22 days",72406,-1,
"Sunfirye",10,0,12,"Evermoon","VoidWalkers",150,0,"Horde",12,"0 years 1 months 4 days",825,7940,
"Sunvaardolok",7,0,1,"WoD","Cukorborsó",150,0,"Alliance",0,"7 years 11 months 26 days",38453,-1,
"Superdk",8,1,6,"Evermoon","Purge the Alliance Rats",150,0,"Horde",47,"3 years 3 months 6 days",26682,6165,
"Szechuano",7,0,4,"WoD","Rohamosztag",150,0,"Alliance",0,"5 years 0 months 10 days",17149,-1,
"Szkrecs",8,0,4,"WoD","Igazságiak",150,0,"Horde",0,"6 years 0 months 17 days",18706,-1,
"Taehyungjr",2,0,6,"Evermoon","Hard R Cafe",150,0,"Horde",0,"4 years 7 months 14 days",13348,-1,
"Takato",2,0,10,"WoD","Gladiadores de la Horda",150,0,"Horde",25,"0 years 3 months 23 days",11115,260,
"Tameim",1,1,2,"Evermoon","Cookie Squad",150,0,"Alliance",0,"7 years 5 months 7 days",32785,-1,
"Tamuhz",4,0,12,"Evermoon","Thunder",150,0,"Alliance",13,"0 years 0 months 26 days",1602,3590,
"Tanjalii",10,1,12,"Evermoon","Geduld und Disziplin",150,0,"Horde",14,"0 years 3 months 3 days",3052,585,
"Tarest",22,0,6,"Evermoon","Dynasty",150,0,"Alliance",0,"5 years 7 months 19 days",48136,-1,
"Tatzsu",10,0,4,"WoD","The Sanctuary",150,0,"Horde",0,"3 years 4 months 2 days",14907,-1,
"Tengohambrew",2,0,10,"WoD","Крепкие Орешки",150,0,"Horde",14,"0 years 1 months 14 days",11817,1205,
"Terroreh",8,0,3,"WoD","The Sanctuary",150,0,"Horde",0,"3 years 6 months 9 days",26981,-1,
"Thelindra",10,1,12,"Evermoon","The Dark Exile",150,0,"Horde",11,"0 years 0 months 1 days",791,5720,
"Theronus",1,0,1,"WoD","pass me the lighter",150,0,"Alliance",28,"4 years 1 months 26 days",10012,3865,
"Tiktokgg",1,1,9,"Evermoon","Vendetta Force",150,0,"Alliance",0,"6 years 9 months 23 days",42348,-1,
"Topdawge",2,0,6,"Evermoon","Babes at Dreamhack",150,0,"Horde",0,"7 years 4 months 14 days",43825,-1,
"Toreli",11,1,6,"Evermoon","Behemoth",150,0,"Alliance",50,"0 years 1 months 29 days",31289,10145,
"Torkus",10,0,2,"WoD","Los mexicanos",150,0,"Horde",20,"0 years 2 months 7 days",19315,1585,
"Torpemuff",7,1,10,"WoD","AFK Me",150,0,"Alliance",0,"7 years 2 months 21 days",3563,-1,
"Tranche",4,0,12,"Evermoon","Liquid",150,0,"Alliance",11,"0 years 4 months 7 days",1349,725,
"Tranquira",4,1,11,"WoD","Bloodymary",150,0,"Alliance",19,"0 years 1 months 23 days",11408,2720,
"Traverso",1,0,2,"Evermoon","Alma Nocturna",150,0,"Alliance",26,"0 years 1 months 25 days",18674,2960,
"Tripoliami",4,1,12,"Evermoon","RÏOT",150,0,"Alliance",11,"0 years 0 months 11 days",626,3490,
"Tsheellaq",11,1,5,"WoD","Paw Paw Brewing Company",150,0,"Alliance",0,"7 years 11 months 17 days",4015,-1,
"Tterses",10,1,8,"WoD","WoD Has It All",150,0,"Horde",19,"0 years 2 months 16 days",14112,385,
"Tunivel",4,1,11,"WoD","aner alrep al",150,0,"Alliance",35,"0 years 7 months 26 days",15982,1625,
"Unwind",10,0,12,"Evermoon","Orgrimmar Raid Club",150,0,"Horde",12,"0 years 7 months 27 days",446,-1,
"Uwukarawr",1,1,10,"WoD","Böcsület Farmos",150,0,"Alliance",0,"6 years 2 months 25 days",1715,-1,
"Vaelstron",4,0,12,"Evermoon","El Ultimo Checkpoint",150,0,"Alliance",13,"0 years 5 months 24 days",5332,300,
"Vanixontop",2,1,4,"Evermoon","Los Mexicano",150,0,"Horde",11,"0 years 0 months 30 days",4009,160,
"Varethia",1,1,9,"Evermoon","Left Leaning Ladies",150,0,"Alliance",0,"2 years 9 months 16 days",66356,-1,
"Varsene",2,1,6,"Evermoon","suk me like a slurpee",150,0,"Horde",0,"7 years 4 months 13 days",12046,-1,
"Varúna",4,1,3,"WoD","alphaBlood",150,0,"Alliance",0,"6 years 5 months 24 days",41829,-1,
"Vatfarx",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",12,"0 years 0 months 30 days",405,10260,
"Veroxythrak",4,1,12,"Evermoon","Arco Latinos",150,0,"Alliance",12,"0 years 1 months 22 days",1549,645,
"Vinagritha",25,1,7,"Evermoon","Classifieds",150,0,"Alliance",56,"0 years 6 months 14 days",69344,435,
"Vogelevelin",4,0,12,"Evermoon","Ronin",150,0,"Alliance",11,"0 years 4 months 0 days",254,4455,
"Volker",2,0,1,"WoD","Igazságiak",150,0,"Horde",0,"7 years 4 months 15 days",8399,-1,
"Vubbs",10,1,4,"Evermoon","Prodigy",150,0,"Horde",0,"7 years 9 months 15 days",42020,-1,
"Warfard",2,0,1,"WoD","AMERICA SUR XD",150,0,"Horde",0,"6 years 4 months 20 days",47766,-1,
"Wejden",4,0,12,"Evermoon","Legionarios de Azeroth",150,0,"Alliance",13,"0 years 1 months 3 days",2317,2135,
"Wekufu",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",12,"0 years 0 months 7 days",2491,3165,
